text,label,source
"When they found out that I was absent from school, I had gone to á the girl's secondary school.",guilt,isear
When I first passed a job interview.,joy,isear
"I was almost caught in the girls hostel by the security men, I á would have been expelled from school had I been caught.",fear,isear
When I was accused of having refused to do some hostel work while á I was at school.  Actually I had not been allocated any work.,anger,isear
A friend of mine could not make it back to Unza after having á failed the exams.,sadness,isear
I usually come back home early but this day I came home back late á to find some visitors at my place.,disgust,isear
I got pass marks in the H.S.S compulsory courses while most á people performed well.,shame,isear
"I destroyed my step-brother's bedsheets by mistake, they were the á only ones he had.",guilt,isear
When I heard that I had made it to the second year at UNZA.,joy,isear
When my father's home was to be broken into by thieves who had á guns.,fear,isear
When a friend tried to back bite me on false grounds.  This made á me wonder if he was a really a good friend.,anger,isear
When my girlfriend's nephew passed away.,sadness,isear
"When someone whom I trusted, disappointed me terribly.",disgust,isear
"I was with my colleagues and we met an elderly man who was very á drunk, as he approached us he started to undress.",shame,isear
"When I lied to my mum, who later came to know that what I had á been teling her was false.",guilt,isear
"When I hooked a girl in Kitwe.  She was very beautiful for my á standards, a rare bird of this kind accepted me as a boyfriend.",joy,isear
When someone tried to bewitch me and my friends at night.,fear,isear
When I was victimized for running away with a girl who was á somebody else's wife and niece at the same time.  I was very á angry over this issue because I was told to pay him money after á having been punished for it. ,anger,isear
"1976, Soweto uprising in South Africa and the racist Gout's á reaction to the students demands concerning the educational á system.",sadness,isear
"When I was found urinating, behind a toilet instead of inside it, á by my class mates and the teachers.  I was told to pick up my own á urine from the wet soil, I did it.",shame,isear
"When my uncle found me having sexual intercourse with a distant á relative of mine in the sitting room, on the couch.  I failed to á stop and get up, I carried on.",guilt,isear
"When I was accepted for further education, here at the á university.",joy,isear
"When I was walking at night, I saw fire suspended in the air and á it was split into several segments by something I could not see.  á I suspected that it was witch-craft.",fear,isear
"When I was accused by my brother of having stolen a 5 kwatcha á note from my mother's bag.  I was beaten up for this, the money á was found later.",anger,isear
When I received a message that my brother was seriously ill and á was in hospital.,sadness,isear
"When I was refused a transfer from my school to another, simply á because it was far away from my house.",disgust,isear
